variable,year,month,region,value,date,clim,anomaly,rolling_12
tmean,2020,11,Caribe,24.843654503050136,2020-11-01,24.685702504269383,0.15795199878075294,0.8060836808857745
tmean,2020,12,Caribe,25.459675174717884,2020-12-01,25.062471426957135,0.3972037477607486,0.7262139241382437
tmean,2021,1,Caribe,26.204229496426603,2021-01-01,25.69052473665928,0.5137047597673217,0.6777372881426622
tmean,2021,2,Caribe,27.47642455115634,2021-02-01,26.51460068072299,0.9618238704333528,0.639595878910891
tmean,2021,3,Caribe,27.0291288925919,2021-03-01,26.52694804895896,0.5021808436329387,0.5478174393956845
tmean,2021,4,Caribe,25.956214216536335,2021-04-01,25.960166046773757,-0.003951830237422627,0.4308112674076086
tmean,2021,5,Caribe,25.868820815903394,2021-05-01,25.57229132916436,0.2965294867390327,0.3374822280836091
tmean,2021,6,Caribe,25.465478421716096,2021-06-01,25.729532158062987,-0.26405373634689155,0.28663469983507434
tmean,2021,7,Caribe,26.014344193177333,2021-07-01,25.83176428399468,0.1825799091826532,0.29866397254238297
tmean,2021,8,Caribe,25.459087514136083,2021-08-01,25.78141099631766,-0.32232348218157725,0.26313466043812134
tmean,2021,9,Caribe,25.577110376253177,2021-09-01,25.324772769158542,0.2523376070946348,0.2672350016092094
tmean,2021,10,Caribe,25.232699388417462,2021-10-01,24.86399261068323,0.3687067777342321,0.25355749602998134
tmean,2021,11,Caribe,25.029513464939825,2021-11-01,24.685702504269383,0.34381096067044226,0.26904574285412214
tmean,2021,12,Caribe,25.623380326332573,2021-12-01,25.062471426957135,0.5609088993754376,0.28268783882201287
tmean,2022,1,Caribe,25.976687298369434,2022-01-01,25.69052473665928,0.2861625617101531,0.26372598898391547
